"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Romanian Deadlift (Barbell)";"4";"70.0";"11";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Romanian Deadlift (Barbell)";"5";"70.0";"10";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Lying Leg Curl (Machine)";"1";"45.0";"14";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Lying Leg Curl (Machine)";"2";"45.0";"17";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Lying Leg Curl (Machine)";"3";"47.5";"13";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Lying Leg Curl (Machine)";"4";"45.0";"14";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Front Squat (Barbell)";"1";"50.0";"16";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Front Squat (Barbell)";"2";"60.0";"11";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Front Squat (Barbell)";"3";"60.0";"15";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Front Squat (Barbell)";"4";"60.0";"14";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Hip Adductor (Machine)";"1";"97.5";"20";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Hip Adductor (Machine)";"2";"97.5";"19";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Hip Adductor (Machine)";"3";"97.5";"17";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Hip Abductor (Machine)";"1";"65.0";"19";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Hip Abductor (Machine)";"2";"65.0";"17";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Hip Abductor (Machine)";"3";"65.0";"19";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Seated Calf Raise (Plate Loaded)";"1";"25.0";"20";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Seated Calf Raise (Plate Loaded)";"2";"25.0";"20";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Seated Calf Raise (Plate Loaded)";"3";"25.0";"20";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Seated Calf Raise (Plate Loaded)";"4";"25.0";"20";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Crunch (Machine)";"1";"57.5";"20";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Crunch (Machine)";"2";"57.5";"19";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Crunch (Machine)";"3";"57.5";"16";"";"";"";"";""
"607";"2024-05-09 15:16:40";"Lower(2)";"4965";"Crunch (Machine)";"4";"57.5";"16";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Bent Over Row (Barbell)";"1";"50.0";"16";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Bent Over Row (Barbell)";"2";"60.0";"13";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Bent Over Row (Barbell)";"3";"65.0";"11";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Bent Over Row (Barbell)";"4";"65.0";"10";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Bent Over Row (Barbell)";"5";"65.0";"11";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Incline Bench Press (Barbell)";"1";"50.0";"14";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Incline Bench Press (Barbell)";"2";"62.5";"13";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Incline Bench Press (Barbell)";"3";"62.5";"12";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Incline Bench Press (Barbell)";"4";"62.5";"13";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Lat Pulldown (Cable)";"1";"80.0";"13";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Lat Pulldown (Cable)";"2";"80.0";"11";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Lat Pulldown (Cable)";"3";"80.0";"10";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Lat Pulldown (Cable)";"4";"80.0";"11";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Shrug (Dumbbell)";"1";"20.0";"19";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Shrug (Dumbbell)";"2";"20.0";"19";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Shrug (Dumbbell)";"3";"20.0";"18";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Reverse Fly (Dumbbell)";"1";"6.0";"16";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Reverse Fly (Dumbbell)";"2";"6.0";"17";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Reverse Fly (Dumbbell)";"3";"6.0";"16";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Bicep Curl (Barbell)";"1";"29.5";"16";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Bicep Curl (Barbell)";"2";"32.0";"15";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Bicep Curl (Barbell)";"3";"29.5";"13";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Bicep Curl (Barbell)";"4";"29.5";"13";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Skullcrusher (Barbell)";"1";"29.5";"16";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Skullcrusher (Barbell)";"2";"29.5";"16";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Skullcrusher (Barbell)";"3";"29.5";"15";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Lateral Raise (Dumbbell)";"1";"6.0";"18";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Lateral Raise (Dumbbell)";"2";"6.0";"15";"";"";"";"";""
"608";"2024-05-10 14:29:45";"Upper 2(back)";"5531";"Lateral Raise (Dumbbell)";"3";"6.0";"16";"";"";"";"";""
"609";"2024-05-12 12:56:09";"Mobility";"1380";"90/90";"1";"0.0";"15";"";"";"";"";""
"609";"2024-05-12 12:56:09";"Mobility";"1380";"ATG";"1";"0.0";"10";"";"";"";"";""
"609";"2024-05-12 12:56:09";"Mobility";"1380";"Cossack Squats";"1";"0.0";"10";"";"";"";"";""
"609";"2024-05-12 12:56:09";"Mobility";"1380";"Squat/Hamstring strech";"1";"0.0";"10";"";"";"";"";""
"609";"2024-05-12 12:56:09";"Mobility";"1380";"Thoracic Twists";"1";"0.0";"10";"";"";"";"";""
"609";"2024-05-12 12:56:09";"Mobility";"1380";"Cat/Cow";"1";"0.0";"10";"";"";"";"";""
"609";"2024-05-12 12:56:09";"Mobility";"1380";"Seal/Child";"1";"0.0";"10";"";"";"";"";""
"609";"2024-05-12 12:56:09";"Mobility";"1380";"Shoulder Mobility";"1";"0.0";"10";"";"";"";"";""
"609";"2024-05-12 12:56:09";"Mobility";"1380";"Supine Angels";"1";"0.0";"10";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Squat (Barbell)";"1";"20.0";"20";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Squat (Barbell)";"2";"50.0";"16";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Squat (Barbell)";"3";"70.0";"11";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Squat (Barbell)";"4";"70.0";"12";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Squat (Barbell)";"5";"72.5";"12";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Squat (Barbell)";"6";"72.5";"10";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Seated Leg Press (Machine)";"1";"100.0";"14";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Seated Leg Press (Machine)";"2";"100.0";"13";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Seated Leg Press (Machine)";"3";"100.0";"14";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Seated Leg Press (Machine)";"4";"100.0";"13";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Lying Leg Curl (Machine)";"1";"47.5";"16";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Lying Leg Curl (Machine)";"2";"50.0";"16";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Lying Leg Curl (Machine)";"3";"52.5";"12";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Lying Leg Curl (Machine)";"4";"52.5";"11";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Leg Extension (Machine)";"1";"47.5";"30";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Leg Extension (Machine)";"2";"50.0";"30";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Leg Extension (Machine)";"3";"50.0";"30";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Knee Raise (Captain's Chair)";"1";"0.0";"24";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Knee Raise (Captain's Chair)";"2";"0.0";"20";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Knee Raise (Captain's Chair)";"3";"0.0";"15";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Seated Calf Raise (Plate Loaded)";"1";"25.0";"19";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Seated Calf Raise (Plate Loaded)";"2";"25.0";"19";"";"";"";"";""
"610";"2024-05-12 13:50:36";"Lower(1)";"4167";"Seated Calf Raise (Plate Loaded)";"3";"25.0";"18";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Pull Up";"1";"0.0";"12";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Pull Up";"2";"10.0";"12";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Pull Up";"3";"15.0";"10";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Pull Up";"4";"15.0";"10";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Pull Up";"5";"0.0";"16";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Incline Bench Press (Dumbbell)";"1";"26.0";"13";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Incline Bench Press (Dumbbell)";"2";"32.0";"14";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Incline Bench Press (Dumbbell)";"3";"36.0";"10";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Incline Bench Press (Dumbbell)";"4";"34.0";"10";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Incline Bench Press (Dumbbell)";"5";"34.0";"10";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Seated Overhead Press (Dumbbell)";"1";"26.0";"18";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Seated Overhead Press (Dumbbell)";"2";"26.0";"10";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Seated Overhead Press (Dumbbell)";"3";"24.0";"12";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Chest Fly";"1";"65.0";"14";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Chest Fly";"2";"65.0";"12";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Chest Fly";"3";"65.0";"12";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Bicep Curl (Barbell)";"1";"32.0";"15";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Bicep Curl (Barbell)";"2";"29.5";"14";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Bicep Curl (Barbell)";"3";"29.5";"17";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Bicep Curl (Barbell)";"4";"29.5";"16";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Skullcrusher (Barbell)";"1";"29.5";"15";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Skullcrusher (Barbell)";"2";"29.5";"14";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Skullcrusher (Barbell)";"3";"29.5";"13";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Lateral Raise (Dumbbell)";"1";"6.0";"18";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Lateral Raise (Dumbbell)";"2";"6.0";"18";"";"";"";"";""
"611";"2024-05-14 16:44:44";"Upper 1(chest)";"5967";"Lateral Raise (Dumbbell)";"3";"6.0";"14";"";"";"";"";""
"612";"2024-05-16 15:38:37";"Mobility";"1043";"90/90";"1";"0.0";"15";"";"";"";"";""
"612";"2024-05-16 15:38:37";"Mobility";"1043";"ATG";"1";"0.0";"10";"";"";"";"";""
"612";"2024-05-16 15:38:37";"Mobility";"1043";"Cossack Squats";"1";"0.0";"10";"";"";"";"";""
"612";"2024-05-16 15:38:37";"Mobility";"1043";"Squat/Hamstring strech";"1";"0.0";"10";"";"";"";"";""
"612";"2024-05-16 15:38:37";"Mobility";"1043";"Thoracic Twists";"1";"0.0";"10";"";"";"";"";""
"612";"2024-05-16 15:38:37";"Mobility";"1043";"Cat/Cow";"1";"0.0";"10";"";"";"";"";""
"612";"2024-05-16 15:38:37";"Mobility";"1043";"Seal/Child";"1";"0.0";"10";"";"";"";"";""
"612";"2024-05-16 15:38:37";"Mobility";"1043";"Shoulder Mobility";"1";"0.0";"10";"";"";"";"";""
"612";"2024-05-16 15:38:37";"Mobility";"1043";"Supine Angels";"1";"0.0";"10";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Romanian Deadlift (Barbell)";"1";"50.0";"12";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Romanian Deadlift (Barbell)";"2";"70.0";"15";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Romanian Deadlift (Barbell)";"3";"75.0";"11";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Romanian Deadlift (Barbell)";"4";"75.0";"11";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Romanian Deadlift (Barbell)";"5";"75.0";"9";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Lying Leg Curl (Machine)";"1";"50.0";"14";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Lying Leg Curl (Machine)";"2";"52.5";"13";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Lying Leg Curl (Machine)";"3";"52.5";"13";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Lying Leg Curl (Machine)";"4";"52.5";"12";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Front Squat (Barbell)";"1";"50.0";"16";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Front Squat (Barbell)";"2";"65.0";"14";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Front Squat (Barbell)";"3";"65.0";"12";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Front Squat (Barbell)";"4";"65.0";"12";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Front Squat (Barbell)";"5";"65.0";"14";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Hip Adductor (Machine)";"1";"97.5";"21";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Hip Adductor (Machine)";"2";"97.5";"19";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Hip Adductor (Machine)";"3";"97.5";"19";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Hip Abductor (Machine)";"1";"65.0";"21";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Hip Abductor (Machine)";"2";"65.0";"20";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Hip Abductor (Machine)";"3";"65.0";"20";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Seated Calf Raise (Plate Loaded)";"1";"30.0";"20";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Seated Calf Raise (Plate Loaded)";"2";"30.0";"19";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Seated Calf Raise (Plate Loaded)";"3";"30.0";"20";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Seated Calf Raise (Plate Loaded)";"4";"30.0";"19";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Crunch (Machine)";"1";"57.5";"21";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Crunch (Machine)";"2";"57.5";"19";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Crunch (Machine)";"3";"57.5";"18";"";"";"";"";""
"613";"2024-05-16 16:07:41";"Lower(2)";"5482";"Crunch (Machine)";"4";"57.5";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Seated Row (Cable)";"1";"60.0";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Seated Row (Cable)";"2";"80.0";"13";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Seated Row (Cable)";"3";"80.0";"11";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Seated Row (Cable)";"4";"80.0";"10";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Seated Row (Cable)";"5";"80.0";"11";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Incline Bench Press (Barbell)";"1";"50.0";"15";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Incline Bench Press (Barbell)";"2";"62.5";"13";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Incline Bench Press (Barbell)";"3";"65.0";"12";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Incline Bench Press (Barbell)";"4";"65.0";"12";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Lat Pulldown (Cable)";"1";"60.0";"17";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Lat Pulldown (Cable)";"2";"70.0";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Lat Pulldown (Cable)";"3";"80.0";"10";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Lat Pulldown (Cable)";"4";"70.0";"10";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Reverse Fly (Dumbbell)";"1";"6.0";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Reverse Fly (Dumbbell)";"2";"6.0";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Reverse Fly (Dumbbell)";"3";"6.0";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Bicep Curl (Barbell)";"1";"29.5";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Bicep Curl (Barbell)";"2";"29.5";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Bicep Curl (Barbell)";"3";"29.5";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Bicep Curl (Barbell)";"4";"29.5";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Bicep Curl (Barbell)";"5";"19.5";"20";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Skullcrusher (Barbell)";"1";"29.5";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Skullcrusher (Barbell)";"2";"29.5";"16";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Skullcrusher (Barbell)";"3";"29.5";"14";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Lateral Raise (Dumbbell)";"1";"6.0";"19";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Lateral Raise (Dumbbell)";"2";"8.0";"13";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Lateral Raise (Dumbbell)";"3";"10.0";"14";"";"";"";"";""
"614";"2024-05-21 15:27:29";"Upper 2(back)";"4384";"Lateral Raise (Dumbbell)";"4";"6.0";"16";"";"";"";"";""
"615";"2024-05-23 16:24:26";"Mobility";"977";"90/90";"1";"0.0";"15";"";"";"";"";""
"615";"2024-05-23 16:24:26";"Mobility";"977";"ATG";"1";"0.0";"10";"";"";"";"";""
"615";"2024-05-23 16:24:26";"Mobility";"977";"Cossack Squats";"1";"0.0";"10";"";"";"";"";""
"615";"2024-05-23 16:24:26";"Mobility";"977";"Squat/Hamstring strech";"1";"0.0";"10";"";"";"";"";""
"615";"2024-05-23 16:24:26";"Mobility";"977";"Thoracic Twists";"1";"0.0";"10";"";"";"";"";""
"615";"2024-05-23 16:24:26";"Mobility";"977";"Cat/Cow";"1";"0.0";"10";"";"";"";"";""
"615";"2024-05-23 16:24:26";"Mobility";"977";"Seal/Child";"1";"0.0";"10";"";"";"";"";""
"615";"2024-05-23 16:24:26";"Mobility";"977";"Shoulder Mobility";"1";"0.0";"10";"";"";"";"";""
"615";"2024-05-23 16:24:26";"Mobility";"977";"Supine Angels";"1";"0.0";"10";"";"";"";"";""
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Squat (Barbell)";"1";"20.0";"20";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Squat (Barbell)";"2";"40.0";"16";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Squat (Barbell)";"3";"60.0";"13";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Squat (Barbell)";"4";"75.0";"10";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Squat (Barbell)";"5";"75.0";"9";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Squat (Barbell)";"6";"75.0";"9";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Squat (Barbell)";"7";"75.0";"10";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Leg Press (Machine)";"1";"100.0";"16";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Leg Press (Machine)";"2";"102.5";"13";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Leg Press (Machine)";"3";"102.5";"12";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Leg Press (Machine)";"4";"102.5";"13";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Leg Curl (Machine)";"1";"60.0";"16";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Leg Curl (Machine)";"2";"65.0";"13";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Leg Curl (Machine)";"3";"60.0";"14";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Leg Curl (Machine)";"4";"60.0";"14";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Leg Extension (Machine)";"1";"45.0";"30";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Leg Extension (Machine)";"2";"50.0";"30";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Leg Extension (Machine)";"3";"50.0";"30";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Knee Raise (Captain's Chair)";"1";"0.0";"24";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Knee Raise (Captain's Chair)";"2";"0.0";"20";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Knee Raise (Captain's Chair)";"3";"0.0";"15";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Calf Raise (Plate Loaded)";"1";"30.0";"22";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Calf Raise (Plate Loaded)";"2";"30.0";"20";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Calf Raise (Plate Loaded)";"3";"30.0";"22";"";"";"";"";"lower (1)"
"616";"2024-05-23 17:13:01";"Lower(1)";"4742";"Seated Calf Raise (Plate Loaded)";"4";"25.0";"21";"";"";"";"";"lower (1)"
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Seated Row (Cable)";"1";"60.0";"18";"";"";"";"";""
"617";"2024-05-26 17:47:54";"Upper 1(chest)";"5000";"Seated Row (Cable)";"2";"80.0";"15";"";"";"";"";""
