"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"745";"2025-06-06 13:24:58";"Nachmittags-Workout";"3992";"Face Pull (Cable)";"1";"17.5";"20";"";"";"";"";""
"745";"2025-06-06 13:24:58";"Nachmittags-Workout";"3992";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"75.0";"";""
"745";"2025-06-06 13:24:58";"Nachmittags-Workout";"3992";"Face Pull (Cable)";"2";"21.25";"15";"";"";"";"";""
"745";"2025-06-06 13:24:58";"Nachmittags-Workout";"3992";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"75.0";"";""
"745";"2025-06-06 13:24:58";"Nachmittags-Workout";"3992";"Face Pull (Cable)";"3";"21.25";"16";"";"";"";"";""
"745";"2025-06-06 13:24:58";"Nachmittags-Workout";"3992";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"75.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Incline Bench Press (Dumbbell)";"1";"18.0";"16";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Incline Bench Press (Dumbbell)";"2";"26.0";"16";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Incline Bench Press (Dumbbell)";"3";"32.0";"12";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Incline Bench Press (Dumbbell)";"4";"32.0";"13";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Incline Bench Press (Dumbbell)";"5";"32.0";"12";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Incline Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Seated Overhead Press (Dumbbell)";"1";"26.0";"12";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Seated Overhead Press (Dumbbell)";"2";"26.0";"11";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Seated Overhead Press (Dumbbell)";"3";"26.0";"12";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Lateral Raise (Dumbbell)";"1";"8.0";"18";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Lateral Raise (Dumbbell)";"2";"8.0";"15";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Lateral Raise (Dumbbell)";"3";"8.0";"13";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Lateral Raise (Dumbbell)";"4";"8.0";"15";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Triceps Extension (Cable)";"1";"21.25";"13";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Triceps Extension (Cable)";"2";"21.25";"12";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Triceps Extension (Cable)";"3";"21.25";"13";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Triceps Extension (Cable)";"4";"21.25";"13";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Bicep Curl (Cable)";"1";"17.5";"16";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"100.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Bicep Curl (Cable)";"2";"21.25";"12";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"100.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Bicep Curl (Cable)";"3";"21.25";"15";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"100.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Bicep Curl (Cable)";"4";"21.25";"15";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"100.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Cable Crossover";"1";"11.25";"16";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Cable Crossover";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Cable Crossover";"2";"13.75";"16";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Cable Crossover";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Cable Crossover";"3";"14.5";"16";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Cable Crossover";"Rest Timer";"";"";"";"";"105.0";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Cable Crossover";"4";"14.5";"16";"";"";"";"";""
"746";"2025-06-07 13:12:37";"D2 Brust/Schultern/Arme";"4925";"Cable Crossover";"Rest Timer";"";"";"";"";"105.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Hack Squat";"1";"25.0";"13";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Hack Squat";"Rest Timer";"";"";"";"";"145.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Hack Squat";"2";"40.0";"12";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Hack Squat";"Rest Timer";"";"";"";"";"145.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Hack Squat";"3";"60.0";"12";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Hack Squat";"Rest Timer";"";"";"";"";"145.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Hack Squat";"4";"60.0";"12";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Hack Squat";"Rest Timer";"";"";"";"";"145.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Hack Squat";"5";"60.0";"8";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Hack Squat";"Rest Timer";"";"";"";"";"145.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Romanian Deadlift (Barbell)";"1";"60.0";"13";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"130.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Romanian Deadlift (Barbell)";"2";"80.0";"12";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"130.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Romanian Deadlift (Barbell)";"3";"80.0";"11";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"130.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Romanian Deadlift (Barbell)";"4";"80.0";"12";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Romanian Deadlift (Barbell)";"Rest Timer";"";"";"";"";"130.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Bulgarian Split Squat";"1";"16.0";"14";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Bulgarian Split Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Bulgarian Split Squat";"2";"18.0";"13";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Bulgarian Split Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Bulgarian Split Squat";"3";"18.0";"14";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Bulgarian Split Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Bulgarian Split Squat";"4";"18.0";"15";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Bulgarian Split Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Leg Extension (Machine)";"1";"80.0";"15";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Leg Extension (Machine)";"2";"87.5";"16";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Leg Extension (Machine)";"3";"95.0";"13";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Leg Extension (Machine)";"4";"95.0";"9";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Seated Leg Curl (Machine)";"1";"62.5";"11";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Seated Leg Curl (Machine)";"Rest Timer";"";"";"";"";"65.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Seated Leg Curl (Machine)";"2";"62.5";"13";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Seated Leg Curl (Machine)";"Rest Timer";"";"";"";"";"65.0";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Seated Leg Curl (Machine)";"3";"62.5";"11";"";"";"";"";""
"747";"2025-06-08 11:28:18";"D2 Beine/Rücken ";"5958";"Seated Leg Curl (Machine)";"Rest Timer";"";"";"";"";"65.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pull Up";"1";"0.0";"15";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pull Up";"Rest Timer";"";"";"";"";"150.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pull Up";"2";"15.0";"13";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pull Up";"Rest Timer";"";"";"";"";"150.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pull Up";"3";"15.0";"10";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pull Up";"Rest Timer";"";"";"";"";"150.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pull Up";"4";"15.0";"8";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pull Up";"Rest Timer";"";"";"";"";"150.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pull Up";"5";"0.0";"15";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pull Up";"Rest Timer";"";"";"";"";"150.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Bent Over One Arm Row (Dumbbell)";"1";"34.0";"14";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Bent Over One Arm Row (Dumbbell)";"2";"34.0";"13";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Bent Over One Arm Row (Dumbbell)";"3";"34.0";"13";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Bent Over One Arm Row (Dumbbell)";"4";"34.0";"13";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pullover (Machine)";"1";"32.5";"12";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pullover (Machine)";"Rest Timer";"";"";"";"";"115.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pullover (Machine)";"2";"28.75";"14";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pullover (Machine)";"Rest Timer";"";"";"";"";"115.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pullover (Machine)";"3";"25.0";"13";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Pullover (Machine)";"Rest Timer";"";"";"";"";"115.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Shrug (Dumbbell)";"1";"26.0";"20";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Shrug (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Shrug (Dumbbell)";"2";"26.0";"18";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Shrug (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Shrug (Dumbbell)";"3";"26.0";"17";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Shrug (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Shrug (Dumbbell)";"4";"26.0";"17";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Shrug (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Face Pull (Cable)";"1";"17.5";"20";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"75.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Face Pull (Cable)";"2";"17.5";"15";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"75.0";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Face Pull (Cable)";"3";"17.5";"16";"";"";"";"";""
"748";"2025-06-11 12:46:19";"Nachmittags-Workout";"4639";"Face Pull (Cable)";"Rest Timer";"";"";"";"";"75.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Cable Crossover";"1";"11.25";"16";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Cable Crossover";"Rest Timer";"";"";"";"";"105.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Cable Crossover";"2";"13.75";"16";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Cable Crossover";"Rest Timer";"";"";"";"";"105.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Cable Crossover";"3";"15.0";"15";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Cable Crossover";"Rest Timer";"";"";"";"";"105.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Cable Crossover";"4";"15.0";"15";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Cable Crossover";"Rest Timer";"";"";"";"";"105.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Seated Overhead Press (Dumbbell)";"1";"26.0";"14";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Seated Overhead Press (Dumbbell)";"2";"28.0";"14";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Seated Overhead Press (Dumbbell)";"3";"28.0";"12";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Seated Overhead Press (Dumbbell)";"4";"28.0";"10";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Seated Overhead Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Lateral Raise (Dumbbell)";"1";"8.0";"20";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"90.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Lateral Raise (Dumbbell)";"2";"8.0";"18";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Lateral Raise (Dumbbell)";"3";"8.0";"16";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"60.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Lateral Raise (Dumbbell)";"4";"8.0";"15";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Chest Dip";"1";"0.0";"13";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Chest Dip";"Rest Timer";"";"";"";"";"130.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Chest Dip";"2";"20.0";"18";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Chest Dip";"Rest Timer";"";"";"";"";"130.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Chest Dip";"3";"35.0";"8";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Chest Dip";"Rest Timer";"";"";"";"";"130.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Chest Dip";"4";"35.0";"6";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Chest Dip";"Rest Timer";"";"";"";"";"130.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Chest Dip";"5";"0.0";"12";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Chest Dip";"Rest Timer";"";"";"";"";"130.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Bicep Curl (Cable)";"1";"11.25";"17";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"100.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Bicep Curl (Cable)";"2";"12.0";"14";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"100.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Bicep Curl (Cable)";"3";"12.0";"12";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"100.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Bicep Curl (Cable)";"4";"12.0";"14";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Bicep Curl (Cable)";"Rest Timer";"";"";"";"";"100.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Triceps Extension (Cable)";"1";"17.5";"18";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Triceps Extension (Cable)";"2";"21.25";"19";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Triceps Extension (Cable)";"3";"21.25";"16";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Triceps Extension (Cable)";"Rest Timer";"";"";"";"";"105.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Hammer Curl (Dumbbell)";"1";"14.0";"12";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Hammer Curl (Dumbbell)";"Rest Timer";"";"";"";"";"100.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Hammer Curl (Dumbbell)";"2";"16.0";"9";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Hammer Curl (Dumbbell)";"Rest Timer";"";"";"";"";"100.0";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Hammer Curl (Dumbbell)";"3";"16.0";"8";"";"";"";"";""
"749";"2025-06-12 13:42:50";"D2 Brust/Schultern/Arme";"5179";"Hammer Curl (Dumbbell)";"Rest Timer";"";"";"";"";"100.0";"";""
"750";"2025-06-14 16:11:42";"D2 Beine/Rücken ";"4484";"Hack Squat";"1";"25.0";"13";"";"";"";"";""
"750";"2025-06-14 16:11:42";"D2 Beine/Rücken ";"4484";"Hack Squat";"Rest Timer";"";"";"";"";"145.0";"";""
"750";"2025-06-14 16:11:42";"D2 Beine/Rücken ";"4484";"Hack Squat";"2";"40.0";"12";"";"";"";"";""
"750";"2025-06-14 16:11:42";"D2 Beine/Rücken ";"4484";"Hack Squat";"Rest Timer";"";"";"";"";"145.0";"";""
"750";"2025-06-14 16:11:42";"D2 Beine/Rücken ";"4484";"Hack Squat";"3";"45.0";"11";"";"";"";"";""
